City Boundary Specification (LAU/grid),Country Or Territory,City,City Code,Total City Population *,Year,Air Pollutant,Health Risk Scenario,Populated Area [km2],Air Pollution Average [ug/m3],Air Pollution Population Weighted Average [ug/m3],Premature Deaths,Premature Deaths - lower CI,Premature Deaths - upper CI,Years Of Life Lost,Years Of Life Lost - lower CI,Years Of Life Lost - upper CI
"Urban Centres (grid)","Sweden","All Urban Centres in a Country","","2753695","2009","NO2","WHO_2021_AQG_Scen_Base","778","16.3","17.9","398","200","778","3904","1971","7662"
"Urban Centres (grid)","Slovenia","All Urban Centres in a Country","","294619","2009","NO2","WHO_2021_AQG_Scen_Base","76","26.3","27.5","83","43","162","1025","520","1996"
"Urban Centres (grid)","Slovakia","All Urban Centres in a Country","","746424","2009","NO2","WHO_2021_AQG_Scen_Base","159","25.6","26.3","210","108","411","2576","1305","5021"
"Urban Centres (grid)","Austria","All Urban Centres in a Country","","2552045","2016","NO2","WHO_2021_AQG_Scen_Base","446","24.5","27.7","763","386","1485","8317","4217","16171"
"Urban Centres (grid)","Belgium","All Urban Centres in a Country","","3281678","2016","NO2","WHO_2021_AQG_Scen_Base","745","25.8","28.7","1056","536","2054","11602","5888","22540"
"Urban Centres (grid)","Bulgaria","All Urban Centres in a Country","","2801499","2016","NO2","WHO_2021_AQG_Scen_Base","384","22.7","24.4","1140","577","2226","12408","6282","24215"
"Urban Centres (grid)","Cyprus","All Urban Centres in a Country","","484026","2016","NO2","WHO_2021_AQG_Scen_Base","131","29.3","29.8","113","57","219","1225","621","2381"
"Urban Centres (grid)","Czechia","All Urban Centres in a Country","","2549912","2016","NO2","WHO_2021_AQG_Scen_Base","536","19.6","20.9","522","265","1021","5987","3026","11720"
"Urban Centres (grid)","Germany","All Urban Centres in a Country","","25379706","2016","NO2","WHO_2021_AQG_Scen_Base","6769","24.1","25.7","8203","4159","15986","89834","45515","175017"
"Urban Centres (grid)","Denmark","All Urban Centres in a Country","","1572113","2016","NO2","WHO_2021_AQG_Scen_Base","400","14.9","17.5","206","104","403","2308","1165","4524"
"Urban Centres (grid)","Estonia","All Urban Centres in a Country","","506059","2016","NO2","WHO_2021_AQG_Scen_Base","103","11.1","12.2","26","13","52","318","160","627"
"Urban Centres (grid)","Spain","All Urban Centres in a Country","","22824226","2016","NO2","WHO_2021_AQG_Scen_Base","2439","22.1","26.8","6243","3173","12114","69849","35469","135518"
"Urban Centres (grid)","Finland","All Urban Centres in a Country","","1245382","2016","NO2","WHO_2021_AQG_Scen_Base","427","12.4","13.2","74","38","146","803","405","1583"
"Urban Centres (grid)","France","All Urban Centres in a Country","","22452840","2016","NO2","WHO_2021_AQG_Scen_Base","4382","22.5","27.1","6120","3105","11870","72799","36971","141165"
"Urban Centres (grid)","Greece","All Urban Centres in a Country","","4943152","2016","NO2","WHO_2021_AQG_Scen_Base","557","25.4","30.1","2024","1031","3919","21620","10992","41853"
"Urban Centres (grid)","Croatia","All Urban Centres in a Country","","1069344","2016","NO2","WHO_2021_AQG_Scen_Base","195","21.7","23.0","313","158","609","3284","1661","6412"
"Urban Centres (grid)","Hungary","All Urban Centres in a Country","","2711603","2016","NO2","WHO_2021_AQG_Scen_Base","577","21.8","23.7","888","448","1730","10412","5268","20313"
"Urban Centres (grid)","Ireland","All Urban Centres in a Country","","1403003","2016","NO2","WHO_2021_AQG_Scen_Base","392","17.7","18.9","151","76","295","1713","864","3358"
"Urban Centres (grid)","Italy","All Urban Centres in a Country","","18280650","2016","NO2","WHO_2021_AQG_Scen_Base","4002","27.9","30.9","7150","3635","13834","74649","37953","144447"
"Urban Centres (grid)","Lithuania","All Urban Centres in a Country","","919830","2016","NO2","WHO_2021_AQG_Scen_Base","181","16.5","17.4","175","89","344","2008","1012","3942"
"Urban Centres (grid)","Luxembourg","All Urban Centres in a Country","","104186","2016","NO2","WHO_2021_AQG_Scen_Base","28","26.7","27.4","22","11","44","274","139","533"
"Urban Centres (grid)","Latvia","All Urban Centres in a Country","","648727","2016","NO2","WHO_2021_AQG_Scen_Base","138","18.1","19.3","158","81","311","1841","929","3605"
"Urban Centres (grid)","Malta","All Urban Centres in a Country","","278307","2016","NO2","WHO_2021_AQG_Scen_Base","57","15.8","16.8","26","13","51","320","162","630"
"Urban Centres (grid)","Netherlands","All Urban Centres in a Country","","7951379","2016","NO2","WHO_2021_AQG_Scen_Base","1885","22.5","23.6","1734","875","3384","18940","9586","37000"
"Urban Centres (grid)","Poland","All Urban Centres in a Country","","11354117","2016","NO2","WHO_2021_AQG_Scen_Base","2178","19.7","21.1","2375","1202","4646","31265","15805","61160"
"Urban Centres (grid)","Portugal","All Urban Centres in a Country","","3294011","2016","NO2","WHO_2021_AQG_Scen_Base","712","20.9","22.3","803","407","1571","8470","4283","16545"
"Urban Centres (grid)","Romania","All Urban Centres in a Country","","6386990","2016","NO2","WHO_2021_AQG_Scen_Base","849","23.1","25.7","2426","1231","4719","28227","14309","54942"
"Urban Centres (grid)","Sweden","All Urban Centres in a Country","","2930606","2016","NO2","WHO_2021_AQG_Scen_Base","778","14.4","15.9","299","149","582","2855","1440","5610"
"Urban Centres (grid)","Slovenia","All Urban Centres in a Country","","299233","2016","NO2","WHO_2021_AQG_Scen_Base","76","22.9","24.4","74","37","143","851","431","1662"
"Urban Centres (grid)","Slovakia","All Urban Centres in a Country","","752507","2016","NO2","WHO_2021_AQG_Scen_Base","159","17.7","18.6","114","57","222","1408","710","2765"
"Urban Centres (grid)","Austria","All Urban Centres in a Country","","2479123","2013","NO2","WHO_2021_AQG_Scen_Base","446","27.7","28.9","802","407","1556","8796","4461","17100"
"Urban Centres (grid)","Belgium","All Urban Centres in a Country","","3231447","2013","NO2","WHO_2021_AQG_Scen_Base","745","28.9","31.6","1230","624","2382","13392","6807","25949"
"Urban Centres (grid)","Bulgaria","All Urban Centres in a Country","","2852709","2013","NO2","WHO_2021_AQG_Scen_Base","384","21.3","22.6","967","488","1885","10671","5402","20836"
"Urban Centres (grid)","Cyprus","All Urban Centres in a Country","","494045","2013","NO2","WHO_2021_AQG_Scen_Base","131","14.4","15.0","27","14","54","309","156","609"
"Urban Centres (grid)","Czechia","All Urban Centres in a Country","","2540800","2013","NO2","WHO_2021_AQG_Scen_Base","536","22.6","23.7","661","336","1291","7503","3797","14650"
"Urban Centres (grid)","Germany","All Urban Centres in a Country","","24869626","2013","NO2","WHO_2021_AQG_Scen_Base","6769","25.6","27.0","8729","4416","16972","94761","48042","184376"
"Urban Centres (grid)","Denmark","All Urban Centres in a Country","","1543296","2013","NO2","WHO_2021_AQG_Scen_Base","400","19.7","21.0","299","149","581","3323","1682","6502"
"Urban Centres (grid)","Estonia","All Urban Centres in a Country","","507686","2013","NO2","WHO_2021_AQG_Scen_Base","103","14.0","15.1","55","27","108","662","334","1303"
"Urban Centres (grid)","Spain","All Urban Centres in a Country","","22965690","2013","NO2","WHO_2021_AQG_Scen_Base","2439","21.4","24.9","5274","2676","10250","61579","31231","119767"
"Urban Centres (grid)","Finland","All Urban Centres in a Country","","1231620","2013","NO2","WHO_2021_AQG_Scen_Base","427","15.6","16.5","137","69","271","1564","789","3077"
"Urban Centres (grid)","France","All Urban Centres in a Country","","22103096","2013","NO2","WHO_2021_AQG_Scen_Base","4382","25.5","29.8","6790","3450","13142","83059","42233","160746"
"Urban Centres (grid)","Greece","All Urban Centres in a Country","","5043935","2013","NO2","WHO_2021_AQG_Scen_Base","557","22.9","26.1","1565","794","3042","17399","8826","33825"
"Urban Centres (grid)","Croatia","All Urban Centres in a Country","","1087582","2013","NO2","WHO_2021_AQG_Scen_Base","195","22.3","23.4","315","160","616","3434","1736","6706"
"Urban Centres (grid)","Hungary","All Urban Centres in a Country","","2733206","2013","NO2","WHO_2021_AQG_Scen_Base","577","22.4","23.7","879","445","1716","10288","5206","20080"
"Urban Centres (grid)","Ireland","All Urban Centres in a Country","","1368416","2013","NO2","WHO_2021_AQG_Scen_Base","392","19.7","20.8","173","87","338","1967","994","3847"
"Urban Centres (grid)","Italy","All Urban Centres in a Country","","17985237","2013","NO2","WHO_2021_AQG_Scen_Base","4002","31.4","33.4","7812","3983","15075","83446","42488","161018"
"Urban Centres (grid)","Lithuania","All Urban Centres in a Country","","946370","2013","NO2","WHO_2021_AQG_Scen_Base","181","17.6","18.3","194","98","379","2291","1156","4497"
"Urban Centres (grid)","Luxembourg","All Urban Centres in a Country","","97096","2013","NO2","WHO_2021_AQG_Scen_Base","28","28.7","29.4","24","12","46","296","150","576"
"Urban Centres (grid)","Latvia","All Urban Centres in a Country","","666806","2013","NO2","WHO_2021_AQG_Scen_Base","138","21.0","22.1","207","106","406","2490","1259","4866"
"Urban Centres (grid)","Malta","All Urban Centres in a Country","","261064","2013","NO2","WHO_2021_AQG_Scen_Base","57","16.1","17.0","26","13","51","305","154","599"
"Urban Centres (grid)","Netherlands","All Urban Centres in a Country","","7857924","2013","NO2","WHO_2021_AQG_Scen_Base","1885","24.4","25.5","1891","960","3691","21278","10778","41472"
"Urban Centres (grid)","Poland","All Urban Centres in a Country","","11382625","2013","NO2","WHO_2021_AQG_Scen_Base","2178","21.3","22.5","2630","1330","5138","33972","17188","66326"
"Urban Centres (grid)","Portugal","All Urban Centres in a Country","","3340502","2013","NO2","WHO_2021_AQG_Scen_Base","712","22.2","23.8","868","439","1693","9533","4827","18600"
"Urban Centres (grid)","Romania","All Urban Centres in a Country","","6470856","2013","NO2","WHO_2021_AQG_Scen_Base","849","24.0","26.0","2345","1190","4569","27356","13861","53272"
"Urban Centres (grid)","Sweden","All Urban Centres in a Country","","2842808","2013","NO2","WHO_2021_AQG_Scen_Base","778","14.4","15.7","283","142","556","2743","1383","5397"
"Urban Centres (grid)","Slovenia","All Urban Centres in a Country","","298455","2013","NO2","WHO_2021_AQG_Scen_Base","76","25.6","26.9","85","42","164","1014","514","1976"
"Urban Centres (grid)","Slovakia","All Urban Centres in a Country","","750367","2013","NO2","WHO_2021_AQG_Scen_Base","159","20.4","21.1","145","74","284","1768","893","3461"
"Urban Centres (grid)","Austria","All Urban Centres in a Country","","2573279","2017","NO2","WHO_2021_AQG_Scen_Base","446","24.6","27.3","770","390","1496","7929","4019","15425"
"Urban Centres (grid)","Belgium","All Urban Centres in a Country","","3293463","2017","NO2","WHO_2021_AQG_Scen_Base","745","25.3","28.2","1043","528","2027","11156","5660","21677"
"Urban Centres (grid)","Bulgaria","All Urban Centres in a Country","","2781161","2017","NO2","WHO_2021_AQG_Scen_Base","384","23.4","25.1","1222","619","2384","12985","6580","25306"
"Urban Centres (grid)","Cyprus","All Urban Centres in a Country","","487725","2017","NO2","WHO_2021_AQG_Scen_Base","131","24.6","25.3","96","48","187","975","493","1901"
"Urban Centres (grid)","Czechia","All Urban Centres in a Country","","2555946","2017","NO2","WHO_2021_AQG_Scen_Base","536","19.8","21.0","548","278","1077","6094","3080","11928"
"Urban Centres (grid)","Germany","All Urban Centres in a Country","","25486593","2017","NO2","WHO_2021_AQG_Scen_Base","6769","23.6","25.1","8071","4089","15734","84970","43042","165623"
"Urban Centres (grid)","Denmark","All Urban Centres in a Country","","1583550","2017","NO2","WHO_2021_AQG_Scen_Base","400","13.6","15.7","162","81","316","1746","880","3428"
"Urban Centres (grid)","Estonia","All Urban Centres in a Country","","505941","2017","NO2","WHO_2021_AQG_Scen_Base","103","9.5","10.2","10","5","19","114","57","227"
"Urban Centres (grid)","Spain","All Urban Centres in a Country","","22867440","2017","NO2","WHO_2021_AQG_Scen_Base","2439","23.9","28.6","7167","3640","13869","76950","39110","149036"
"Urban Centres (grid)","Finland","All Urban Centres in a Country","","1249012","2017","NO2","WHO_2021_AQG_Scen_Base","427","11.2","12.0","50","25","98","540","272","1067"
"Urban Centres (grid)","France","All Urban Centres in a Country","","22510623","2017","NO2","WHO_2021_AQG_Scen_Base","4382","22.3","26.8","6149","3123","11925","71256","36185","138232"
"Urban Centres (grid)","Greece","All Urban Centres in a Country","","4936021","2017","NO2","WHO_2021_AQG_Scen_Base","557","30.3","35.4","2678","1365","5161","26861","13692","51740"
"Urban Centres (grid)","Croatia","All Urban Centres in a Country","","1060041","2017","NO2","WHO_2021_AQG_Scen_Base","195","22.3","23.7","343","173","671","3496","1771","6825"
"Urban Centres (grid)","Hungary","All Urban Centres in a Country","","2702522","2017","NO2","WHO_2021_AQG_Scen_Base","577","23.7","25.6","1047","530","2039","11847","6005","23071"
"Urban Centres (grid)","Ireland","All Urban Centres in a Country","","1420249","2017","NO2","WHO_2021_AQG_Scen_Base","392","15.6","16.8","115","58","226","1330","671","2610"
"Urban Centres (grid)","Italy","All Urban Centres in a Country","","18257710","2017","NO2","WHO_2021_AQG_Scen_Base","4002","28.1","30.9","7572","3849","14642","74223","37751","143510"
"Urban Centres (grid)","Lithuania","All Urban Centres in a Country","","906883","2017","NO2","WHO_2021_AQG_Scen_Base","181","15.0","15.9","138","68","273","1525","769","2999"
"Urban Centres (grid)","Luxembourg","All Urban Centres in a Country","","106792","2017","NO2","WHO_2021_AQG_Scen_Base","28","25.8","26.6","23","12","45","279","141","543"
"Urban Centres (grid)","Latvia","All Urban Centres in a Country","","642521","2017","NO2","WHO_2021_AQG_Scen_Base","138","17.2","18.1","140","71","276","1604","809","3145"
"Urban Centres (grid)","Malta","All Urban Centres in a Country","","284413","2017","NO2","WHO_2021_AQG_Scen_Base","57","16.7","17.8","32","16","63","375","189","736"
"Urban Centres (grid)","Netherlands","All Urban Centres in a Country","","7999319","2017","NO2","WHO_2021_AQG_Scen_Base","1885","22.3","23.4","1734","874","3381","18588","9410","36300"
"Urban Centres (grid)","Poland","All Urban Centres in a Country","","11355841","2017","NO2","WHO_2021_AQG_Scen_Base","2178","19.5","20.9","2417","1224","4726","30630","15488","59927"
"Urban Centres (grid)","Portugal","All Urban Centres in a Country","","3283894","2017","NO2","WHO_2021_AQG_Scen_Base","712","22.0","23.7","887","448","1729","9343","4730","18231"
"Urban Centres (grid)","Romania","All Urban Centres in a Country","","6349289","2017","NO2","WHO_2021_AQG_Scen_Base","849","24.4","27.2","2688","1365","5228","30830","15642","59913"
"Urban Centres (grid)","Sweden","All Urban Centres in a Country","","2973486","2017","NO2","WHO_2021_AQG_Scen_Base","778","10.4","11.6","110","56","219","1047","527","2065"
"Urban Centres (grid)","Slovenia","All Urban Centres in a Country","","299481","2017","NO2","WHO_2021_AQG_Scen_Base","76","24.5","26.0","85","43","165","960","487","1872"
"Urban Centres (grid)","Slovakia","All Urban Centres in a Country","","753767","2017","NO2","WHO_2021_AQG_Scen_Base","159","19.2","20.2","139","70","271","1673","845","3282"
"Urban Centres (grid)","Austria","All Urban Centres in a Country","","2598479","2019","NO2","WHO_2021_AQG_Scen_Base","446","21.3","23.8","615","313","1202","6355","3217","12407"
"Urban Centres (grid)","Belgium","All Urban Centres in a Country","","3323576","2019","NO2","WHO_2021_AQG_Scen_Base","745","21.7","24.0","803","404","1563","8568","4337","16723"
"Urban Centres (grid)","Bulgaria","All Urban Centres in a Country","","2741289","2019","NO2","WHO_2021_AQG_Scen_Base","384","23.3","24.9","1184","600","2308","12753","6457","24866"
"Urban Centres (grid)","Cyprus","All Urban Centres in a Country","","499762","2019","NO2","WHO_2021_AQG_Scen_Base","131","25.3","25.7","102","51","198","1077","545","2100"
"Urban Centres (grid)","Czechia","All Urban Centres in a Country","","2573096","2019","NO2","WHO_2021_AQG_Scen_Base","536","18.8","20.0","503","252","982","5601","2830","10979"
"Urban Centres (grid)","Germany","All Urban Centres in a Country","","25640338","2019","NO2","WHO_2021_AQG_Scen_Base","6769","21.0","22.5","6731","3397","13154","71494","36164","139692"
"Urban Centres (grid)","Denmark","All Urban Centres in a Country","","1599338","2019","NO2","WHO_2021_AQG_Scen_Base","400","12.0","13.7","103","52","204","1128","568","2221"
"Urban Centres (grid)","Estonia","All Urban Centres in a Country","","509473","2019","NO2","WHO_2021_AQG_Scen_Base","103","10.2","11.3","17","9","35","208","105","412"
"Urban Centres (grid)","Spain","All Urban Centres in a Country","","23068485","2019","NO2","WHO_2021_AQG_Scen_Base","2439","20.4","24.6","5547","2814","10799","62327","31609","121211"
"Urban Centres (grid)","Finland","All Urban Centres in a Country","","1252328","2019","NO2","WHO_2021_AQG_Scen_Base","427","12.2","13.1","71","38","142","789","398","1555"
"Urban Centres (grid)","France","All Urban Centres in a Country","","22634625","2019","NO2","WHO_2021_AQG_Scen_Base","4382","19.8","23.7","5106","2589","9928","59316","30069","115438"
"Urban Centres (grid)","Greece","All Urban Centres in a Country","","4916041","2019","NO2","WHO_2021_AQG_Scen_Base","557","24.2","28.0","1920","974","3731","19196","9742","37281"
"Urban Centres (grid)","Croatia","All Urban Centres in a Country","","1040145","2019","NO2","WHO_2021_AQG_Scen_Base","195","20.1","21.3","273","138","535","2870","1451","5613"
"Urban Centres (grid)","Hungary","All Urban Centres in a Country","","2695682","2019","NO2","WHO_2021_AQG_Scen_Base","577","21.8","23.8","920","467","1792","10488","5311","20448"
"Urban Centres (grid)","Ireland","All Urban Centres in a Country","","1455830","2019","NO2","WHO_2021_AQG_Scen_Base","392","16.8","18.0","137","68","267","1635","827","3209"
"Urban Centres (grid)","Italy","All Urban Centres in a Country","","18024849","2019","NO2","WHO_2021_AQG_Scen_Base","4002","25.6","27.9","6367","3231","12354","63516","32258","123197"
"Urban Centres (grid)","Lithuania","All Urban Centres in a Country","","889776","2019","NO2","WHO_2021_AQG_Scen_Base","181","14.7","15.6","126","63","246","1449","730","2852"
"Urban Centres (grid)","Luxembourg","All Urban Centres in a Country","","110992","2019","NO2","WHO_2021_AQG_Scen_Base","28","23.4","24.1","20","10","39","228","115","445"
"Urban Centres (grid)","Latvia","All Urban Centres in a Country","","632588","2019","NO2","WHO_2021_AQG_Scen_Base","138","15.5","16.3","110","54","215","1244","628","2446"
"Urban Centres (grid)","Malta","All Urban Centres in a Country","","304965","2019","NO2","WHO_2021_AQG_Scen_Base","57","12.4","13.3","15","7","29","176","89","347"
"Urban Centres (grid)","Netherlands","All Urban Centres in a Country","","8093289","2019","NO2","WHO_2021_AQG_Scen_Base","1885","20.9","21.9","1550","785","3036","16845","8520","32966"
"Urban Centres (grid)","Poland","All Urban Centres in a Country","","11355795","2019","NO2","WHO_2021_AQG_Scen_Base","2178","18.6","19.9","2240","1135","4376","28383","14339","55565"
"Urban Centres (grid)","Portugal","All Urban Centres in a Country","","3273395","2019","NO2","WHO_2021_AQG_Scen_Base","712","20.6","21.9","787","399","1536","8257","4176","16139"
"Urban Centres (grid)","Romania","All Urban Centres in a Country","","6275106","2019","NO2","WHO_2021_AQG_Scen_Base","849","25.3","27.8","2766","1404","5372","32555","16516","63267"
"Urban Centres (grid)","Sweden","All Urban Centres in a Country","","3043406","2019","NO2","WHO_2021_AQG_Scen_Base","778","10.2","11.4","93","46","182","909","459","1793"
"Urban Centres (grid)","Slovenia","All Urban Centres in a Country","","301657","2019","NO2","WHO_2021_AQG_Scen_Base","76","20.6","21.8","64","32","124","717","362","1404"
"Urban Centres (grid)","Slovakia","All Urban Centres in a Country","","755859","2019","NO2","WHO_2021_AQG_Scen_Base","159","17.3","18.4","113","57","220","1428","721","2806"
"Urban Centres (grid)","Austria","All Urban Centres in a Country","","2610884","2020","NO2","WHO_2021_AQG_Scen_Base","446","18.3","20.3","508","257","996","4914","2482","9628"
"Urban Centres (grid)","Belgium","All Urban Centres in a Country","","3342989","2020","NO2","WHO_2021_AQG_Scen_Base","745","16.9","18.5","576","292","1133","5335","2692","10465"
"Urban Centres (grid)","Bulgaria","All Urban Centres in a Country","","2722272","2020","NO2","WHO_2021_AQG_Scen_Base","384","20.7","21.9","1108","560","2166","11268","5699","22029"
"Urban Centres (grid)","Cyprus","All Urban Centres in a Country","","506670","2020","NO2","WHO_2021_AQG_Scen_Base","131","24.6","24.9","102","51","198","1090","551","2126"
"Urban Centres (grid)","Czechia","All Urban Centres in a Country","","2583762","2020","NO2","WHO_2021_AQG_Scen_Base","536","16.0","17.0","406","203","800","4051","2042","7960"
"Urban Centres (grid)","Germany","All Urban Centres in a Country","","25685956","2020","NO2","WHO_2021_AQG_Scen_Base","6769","18.1","19.3","5272","2665","10352","54106","27333","106053"
"Urban Centres (grid)","Denmark","All Urban Centres in a Country","","1603933","2020","NO2","WHO_2021_AQG_Scen_Base","400","9.4","10.7","39","19","76","416","208","819"
"Urban Centres (grid)","Estonia","All Urban Centres in a Country","","511071","2020","NO2","WHO_2021_AQG_Scen_Base","103","7.6","8.5","1","0","1","6","3","12"
"Urban Centres (grid)","Spain","All Urban Centres in a Country","","23262880","2020","NO2","WHO_2021_AQG_Scen_Base","2439","16.1","19.3","4242","2142","8291","41075","20771","80324"
"Urban Centres (grid)","Finland","All Urban Centres in a Country","","1254004","2020","NO2","WHO_2021_AQG_Scen_Base","427","8.7","9.4","7","3","15","79","40","157"
"Urban Centres (grid)","France","All Urban Centres in a Country","","22682719","2020","NO2","WHO_2021_AQG_Scen_Base","4382","15.6","18.5","3505","1771","6853","37408","18906","73205"
"Urban Centres (grid)","Greece","All Urban Centres in a Country","","4913270","2020","NO2","WHO_2021_AQG_Scen_Base","557","20.9","24.1","1581","804","3086","15535","7867","30290"
"Urban Centres (grid)","Croatia","All Urban Centres in a Country","","1035532","2020","NO2","WHO_2021_AQG_Scen_Base","195","17.8","18.8","237","118","463","2313","1168","4538"
"Urban Centres (grid)","Hungary","All Urban Centres in a Country","","2694789","2020","NO2","WHO_2021_AQG_Scen_Base","577","20.0","21.6","844","426","1645","9144","4628","17862"
"Urban Centres (grid)","Ireland","All Urban Centres in a Country","","1473699","2020","NO2","WHO_2021_AQG_Scen_Base","392","11.6","12.3","45","22","88","536","270","1058"
"Urban Centres (grid)","Italy","All Urban Centres in a Country","","17972062","2020","NO2","WHO_2021_AQG_Scen_Base","4002","22.3","24.1","5916","2997","11523","52534","26622","102303"
"Urban Centres (grid)","Lithuania","All Urban Centres in a Country","","889748","2020","NO2","WHO_2021_AQG_Scen_Base","181","13.4","14.0","103","52","203","1118","563","2206"
"Urban Centres (grid)","Luxembourg","All Urban Centres in a Country","","113200","2020","NO2","WHO_2021_AQG_Scen_Base","28","20.1","20.6","16","8","32","175","89","343"
"Urban Centres (grid)","Latvia","All Urban Centres in a Country","","628538","2020","NO2","WHO_2021_AQG_Scen_Base","138","13.5","14.5","84","41","163","909","459","1792"
"Urban Centres (grid)","Malta","All Urban Centres in a Country","","317944","2020","NO2","WHO_2021_AQG_Scen_Base","57","11.6","12.3","11","6","22","128","64","252"
"Urban Centres (grid)","Netherlands","All Urban Centres in a Country","","8152025","2020","NO2","WHO_2021_AQG_Scen_Base","1885","17.3","18.1","1180","596","2314","11820","5967","23199"
"Urban Centres (grid)","Poland","All Urban Centres in a Country","","11351401","2020","NO2","WHO_2021_AQG_Scen_Base","2178","16.9","17.9","2108","1066","4135","23971","12105","47035"
"Urban Centres (grid)","Portugal","All Urban Centres in a Country","","3279540","2020","NO2","WHO_2021_AQG_Scen_Base","712","17.6","18.9","650","328","1276","6391","3228","12536"
"Urban Centres (grid)","Romania","All Urban Centres in a Country","","6247436","2020","NO2","WHO_2021_AQG_Scen_Base","849","19.6","21.8","2138","1082","4173","23256","11776","45390"
"Urban Centres (grid)","Sweden","All Urban Centres in a Country","","3072385","2020","NO2","WHO_2021_AQG_Scen_Base","778","8.0","8.9","34","17","67","308","155","607"
"Urban Centres (grid)","Slovenia","All Urban Centres in a Country","","303825","2020","NO2","WHO_2021_AQG_Scen_Base","76","17.3","18.3","52","27","102","501","253","985"
"Urban Centres (grid)","Slovakia","All Urban Centres in a Country","","756891","2020","NO2","WHO_2021_AQG_Scen_Base","159","13.9","14.7","71","37","142","845","426","1666"
"Urban Centres (grid)","Austria","All Urban Centres in a Country","","2620152","2021","NO2","WHO_2021_AQG_Scen_Base","446","18.5","20.7","529","267","1037","5347","2701","10469"
"Urban Centres (grid)","Belgium","All Urban Centres in a Country","","3352370","2021","NO2","WHO_2021_AQG_Scen_Base","745","18.4","20.5","711","358","1387","6547","3309","12822"
"Urban Centres (grid)","Bulgaria","All Urban Centres in a Country","","2708595","2021","NO2","WHO_2021_AQG_Scen_Base","384","21.5","22.8","1423","719","2779","13100","6630","25593"
"Urban Centres (grid)","Cyprus","All Urban Centres in a Country","","511235","2021","NO2","WHO_2021_AQG_Scen_Base","131","26.9","27.4","131","67","257","1391","705","2711"
"Urban Centres (grid)","Czechia","All Urban Centres in a Country","","2535656","2021","NO2","WHO_2021_AQG_Scen_Base","536","16.8","17.8","498","252","972","5038","2542","9893"
"Urban Centres (grid)","Germany","All Urban Centres in a Country","","25682425","2021","NO2","WHO_2021_AQG_Scen_Base","6769","17.8","19.1","5344","2700","10496","55112","27838","108056"
"Urban Centres (grid)","Denmark","All Urban Centres in a Country","","1608692","2021","NO2","WHO_2021_AQG_Scen_Base","400","9.3","10.8","41","20","82","443","223","875"
"Urban Centres (grid)","Estonia","All Urban Centres in a Country","","511491","2021","NO2","WHO_2021_AQG_Scen_Base","103","9.3","10.2","8","4","17","97","48","190"
"Urban Centres (grid)","Spain","All Urban Centres in a Country","","23295358","2021","NO2","WHO_2021_AQG_Scen_Base","2439","16.1","19.6","3997","2025","7813","43591","22057","85179"
"Urban Centres (grid)","Finland","All Urban Centres in a Country","","1255934","2021","NO2","WHO_2021_AQG_Scen_Base","427","10.0","10.8","27","13","55","287","145","569"
"Urban Centres (grid)","France","All Urban Centres in a Country","","22796061","2021","NO2","WHO_2021_AQG_Scen_Base","4382","16.4","19.7","4022","2028","7853","42932","21720","83855"
"Urban Centres (grid)","Greece","All Urban Centres in a Country","","4894970","2021","NO2","WHO_2021_AQG_Scen_Base","557","22.4","25.9","1770","897","3444","17374","8809","33818"
"Urban Centres (grid)","Croatia","All Urban Centres in a Country","","1029966","2021","NO2","WHO_2021_AQG_Scen_Base","195","16.9","17.9","212","107","417","2076","1048","4077"
"Urban Centres (grid)","Hungary","All Urban Centres in a Country","","2684098","2021","NO2","WHO_2021_AQG_Scen_Base","577","20.3","22.1","974","492","1899","10523","5325","20547"
"Urban Centres (grid)","Ireland","All Urban Centres in a Country","","1486132","2021","NO2","WHO_2021_AQG_Scen_Base","392","12.4","13.2","60","31","118","715","360","1410"
"Urban Centres (grid)","Italy","All Urban Centres in a Country","","17849947","2021","NO2","WHO_2021_AQG_Scen_Base","4002","22.3","24.5","6010","3049","11705","53386","27058","103933"
"Urban Centres (grid)","Lithuania","All Urban Centres in a Country","","890254","2021","NO2","WHO_2021_AQG_Scen_Base","181","14.3","15.0","143","72","281","1447","729","2848"
"Urban Centres (grid)","Luxembourg","All Urban Centres in a Country","","114759","2021","NO2","WHO_2021_AQG_Scen_Base","28","17.8","18.3","12","6","24","143","72","280"
"Urban Centres (grid)","Latvia","All Urban Centres in a Country","","623775","2021","NO2","WHO_2021_AQG_Scen_Base","138","13.6","14.6","103","52","203","1044","526","2057"
"Urban Centres (grid)","Malta","All Urban Centres in a Country","","318893","2021","NO2","WHO_2021_AQG_Scen_Base","57","10.9","11.8","9","5","18","106","53","209"
"Urban Centres (grid)","Netherlands","All Urban Centres in a Country","","8183787","2021","NO2","WHO_2021_AQG_Scen_Base","1885","16.9","17.9","1161","582","2273","12018","6067","23598"
"Urban Centres (grid)","Poland","All Urban Centres in a Country","","11316073","2021","NO2","WHO_2021_AQG_Scen_Base","2178","17.6","18.7","2526","1273","4951","27722","13999","54354"
"Urban Centres (grid)","Portugal","All Urban Centres in a Country","","3280288","2021","NO2","WHO_2021_AQG_Scen_Base","712","15.0","16.4","474","238","931","4661","2351","9158"
"Urban Centres (grid)","Romania","All Urban Centres in a Country","","6206337","2021","NO2","WHO_2021_AQG_Scen_Base","849","23.4","25.7","2809","1422","5464","30526","15473","59435"
