City Boundary Specification (LAU/grid),Country Or Territory,City,City Code,Total City Population *,Year,Air Pollutant,Health Risk Scenario,Populated Area [km2],Air Pollution Average [ug/m3],Air Pollution Population Weighted Average [ug/m3],Premature Deaths,Premature Deaths - lower CI,Premature Deaths - upper CI,Years Of Life Lost,Years Of Life Lost - lower CI,Years Of Life Lost - upper CI
"Urban Centres (grid)","Portugal","All Urban Centres in a Country","","3367717","2011","O3","WHO_2021_AQG_Scen_Base","712","3889.4","3951.4","145","116","176","1777","1408","2150"
"Urban Centres (grid)","Romania","All Urban Centres in a Country","","6528709","2011","O3","WHO_2021_AQG_Scen_Base","849","2357.2","2195.2","202","158","242","2514","1988","3038"
"Urban Centres (grid)","Sweden","All Urban Centres in a Country","","2801066","2011","O3","WHO_2021_AQG_Scen_Base","778","2423.0","2400.7","70","58","88","723","572","875"
"Urban Centres (grid)","Slovenia","All Urban Centres in a Country","","297204","2011","O3","WHO_2021_AQG_Scen_Base","76","6430.5","6243.6","18","15","22","228","180","275"
"Urban Centres (grid)","Slovakia","All Urban Centres in a Country","","747818","2011","O3","WHO_2021_AQG_Scen_Base","159","5864.5","5878.8","44","36","55","596","471","721"
"Urban Centres (grid)","Austria","All Urban Centres in a Country","","2466292","2012","O3","WHO_2021_AQG_Scen_Base","446","5075.5","5201.9","133","107","161","1528","1211","1846"
"Urban Centres (grid)","Belgium","All Urban Centres in a Country","","3213435","2012","O3","WHO_2021_AQG_Scen_Base","745","1939.6","1933.6","65","52","83","765","607","923"
"Urban Centres (grid)","Bulgaria","All Urban Centres in a Country","","2965540","2007","O3","WHO_2021_AQG_Scen_Base","384","4911.1","4777.2","241","190","292","2766","2189","3343"
"Urban Centres (grid)","Cyprus","All Urban Centres in a Country","","432445","2007","O3","WHO_2021_AQG_Scen_Base","131","6962.1","6911.6","23","18","28","265","210","321"
"Urban Centres (grid)","Czechia","All Urban Centres in a Country","","2477522","2007","O3","WHO_2021_AQG_Scen_Base","536","4746.2","4691.2","131","101","156","1584","1251","1912"
"Urban Centres (grid)","Germany","All Urban Centres in a Country","","25422206","2007","O3","WHO_2021_AQG_Scen_Base","6769","3342.7","3365.9","967","759","1154","11668","9233","14106"
"Urban Centres (grid)","Denmark","All Urban Centres in a Country","","1500450","2007","O3","WHO_2021_AQG_Scen_Base","400","2180.7","2163.6","38","29","45","435","342","526"
"Urban Centres (grid)","Estonia","All Urban Centres in a Country","","516435","2007","O3","WHO_2021_AQG_Scen_Base","103","1983.9","2000.5","14","12","17","184","145","223"
"Urban Centres (grid)","Spain","All Urban Centres in a Country","","22010634","2007","O3","WHO_2021_AQG_Scen_Base","2439","5702.4","5651.4","1202","951","1448","14433","11428","17439"
"Urban Centres (grid)","Finland","All Urban Centres in a Country","","1197640","2007","O3","WHO_2021_AQG_Scen_Base","427","1280.8","1274.8","14","12","18","188","151","230"
"Urban Centres (grid)","France","All Urban Centres in a Country","","21443942","2007","O3","WHO_2021_AQG_Scen_Base","4382","3429.1","3286.1","637","508","775","8625","6832","10427"
"Urban Centres (grid)","Greece","All Urban Centres in a Country","","5058784","2007","O3","WHO_2021_AQG_Scen_Base","557","8154.7","8192.4","466","370","563","5311","4207","6413"
"Urban Centres (grid)","Croatia","All Urban Centres in a Country","","1100694","2007","O3","WHO_2021_AQG_Scen_Base","195","6337.9","6307.5","93","73","112","1064","843","1285"
"Urban Centres (grid)","Hungary","All Urban Centres in a Country","","2776611","2007","O3","WHO_2021_AQG_Scen_Base","577","6372.0","6372.9","257","203","312","3324","2636","4020"
"Urban Centres (grid)","Ireland","All Urban Centres in a Country","","1288368","2007","O3","WHO_2021_AQG_Scen_Base","392","997.3","956.8","9","6","10","113","89","136"
"Urban Centres (grid)","Italy","All Urban Centres in a Country","","17544848","2007","O3","WHO_2021_AQG_Scen_Base","4002","7405.6","7177.7","1385","1102","1670","15338","12143","18526"
"Urban Centres (grid)","Lithuania","All Urban Centres in a Country","","1034922","2007","O3","WHO_2021_AQG_Scen_Base","181","2556.7","2539.7","39","29","46","513","406","619"
"Urban Centres (grid)","Luxembourg","All Urban Centres in a Country","","86094","2007","O3","WHO_2021_AQG_Scen_Base","28","3344.9","3343.7","3","2","3","30","24","36"
"Urban Centres (grid)","Latvia","All Urban Centres in a Country","","727764","2007","O3","WHO_2021_AQG_Scen_Base","138","2189.8","2164.0","25","21","31","322","253","387"
"Urban Centres (grid)","Malta","All Urban Centres in a Country","","250626","2007","O3","WHO_2021_AQG_Scen_Base","57","7114.6","7066.1","15","12","18","186","147","224"
"Urban Centres (grid)","Netherlands","All Urban Centres in a Country","","7660494","2007","O3","WHO_2021_AQG_Scen_Base","1885","1717.0","1652.2","118","93","139","1411","1121","1709"
"Urban Centres (grid)","Poland","All Urban Centres in a Country","","11401455","2007","O3","WHO_2021_AQG_Scen_Base","2178","3883.4","3825.2","468","368","570","6509","5152","7866"
"Urban Centres (grid)","Portugal","All Urban Centres in a Country","","3354934","2007","O3","WHO_2021_AQG_Scen_Base","712","4147.4","4121.4","154","122","184","1833","1451","2215"
"Urban Centres (grid)","Romania","All Urban Centres in a Country","","6829767","2007","O3","WHO_2021_AQG_Scen_Base","849","5134.4","4987.6","456","360","544","5956","4714","7199"
"Urban Centres (grid)","Sweden","All Urban Centres in a Country","","2711128","2007","O3","WHO_2021_AQG_Scen_Base","778","1632.9","1639.4","50","40","59","503","398","607"
"Urban Centres (grid)","Slovenia","All Urban Centres in a Country","","291433","2007","O3","WHO_2021_AQG_Scen_Base","76","6113.4","5985.3","17","14","21","219","173","264"
"Urban Centres (grid)","Slovakia","All Urban Centres in a Country","","745147","2007","O3","WHO_2021_AQG_Scen_Base","159","5920.6","5918.4","48","38","57","611","484","738"
"Urban Centres (grid)","Austria","All Urban Centres in a Country","","2436921","2008","O3","WHO_2021_AQG_Scen_Base","446","4845.0","4954.0","119","96","146","1416","1120","1710"
"Urban Centres (grid)","Belgium","All Urban Centres in a Country","","3094762","2008","O3","WHO_2021_AQG_Scen_Base","745","2432.6","2488.7","81","64","98","975","770","1174"
"Urban Centres (grid)","Bulgaria","All Urban Centres in a Country","","2944128","2008","O3","WHO_2021_AQG_Scen_Base","384","5141.9","5035.1","248","196","300","2885","2287","3489"
"Urban Centres (grid)","Belgium","All Urban Centres in a Country","","3260255","2015","O3","WHO_2021_AQG_Scen_Base","745","2560.2","2453.7","85","67","104","966","764","1166"
"Urban Centres (grid)","Bulgaria","All Urban Centres in a Country","","2820457","2015","O3","WHO_2021_AQG_Scen_Base","384","3881.7","3823.0","189","148","229","2073","1641","2507"
"Urban Centres (grid)","Cyprus","All Urban Centres in a Country","","483278","2015","O3","WHO_2021_AQG_Scen_Base","131","5781.6","5779.1","22","17","25","231","183","279"
"Urban Centres (grid)","Czechia","All Urban Centres in a Country","","2546149","2015","O3","WHO_2021_AQG_Scen_Base","536","5324.6","5297.7","157","127","191","1799","1425","2175"
"Urban Centres (grid)","Germany","All Urban Centres in a Country","","25077724","2015","O3","WHO_2021_AQG_Scen_Base","6769","3901.4","3913.7","1251","995","1517","13862","10973","16757"
"Urban Centres (grid)","Denmark","All Urban Centres in a Country","","1559021","2015","O3","WHO_2021_AQG_Scen_Base","400","2084.1","2101.8","35","28","41","400","316","481"
"Urban Centres (grid)","Estonia","All Urban Centres in a Country","","505646","2015","O3","WHO_2021_AQG_Scen_Base","103","1591.6","1584.3","10","8","13","128","102","155"
"Urban Centres (grid)","Spain","All Urban Centres in a Country","","22828895","2015","O3","WHO_2021_AQG_Scen_Base","2439","5556.2","5449.9","1273","1006","1538","14178","11226","17131"
"Urban Centres (grid)","Finland","All Urban Centres in a Country","","1241852","2015","O3","WHO_2021_AQG_Scen_Base","427","1394.2","1386.1","19","14","22","204","161","248"
"Urban Centres (grid)","France","All Urban Centres in a Country","","22392050","2015","O3","WHO_2021_AQG_Scen_Base","4382","3803.5","3580.0","783","620","949","9770","7736","11812"
"Urban Centres (grid)","Greece","All Urban Centres in a Country","","4977195","2015","O3","WHO_2021_AQG_Scen_Base","557","6697.3","6532.7","410","325","497","4351","3446","5258"
"Urban Centres (grid)","Croatia","All Urban Centres in a Country","","1078184","2015","O3","WHO_2021_AQG_Scen_Base","195","5978.6","5961.1","91","73","111","969","767","1171"
"Urban Centres (grid)","Hungary","All Urban Centres in a Country","","2718525","2015","O3","WHO_2021_AQG_Scen_Base","577","5424.3","5307.3","215","170","262","2526","1999","3052"
"Urban Centres (grid)","Ireland","All Urban Centres in a Country","","1070206","2015","O3","WHO_2021_AQG_Scen_Base","325","336.3","308.2","1","1","2","29","23","35"
"Urban Centres (grid)","Italy","All Urban Centres in a Country","","18319844","2015","O3","WHO_2021_AQG_Scen_Base","4002","6369.5","5895.2","1294","1029","1564","13288","10520","16057"
"Urban Centres (grid)","Lithuania","All Urban Centres in a Country","","930242","2015","O3","WHO_2021_AQG_Scen_Base","181","2666.9","2675.0","38","31","45","456","361","550"
"Urban Centres (grid)","Luxembourg","All Urban Centres in a Country","","101783","2015","O3","WHO_2021_AQG_Scen_Base","28","2976.6","2974.3","2","2","3","29","23","35"
"Urban Centres (grid)","Latvia","All Urban Centres in a Country","","654375","2015","O3","WHO_2021_AQG_Scen_Base","138","2374.7","2347.5","24","19","29","295","233","357"
"Urban Centres (grid)","Malta","All Urban Centres in a Country","","271681","2015","O3","WHO_2021_AQG_Scen_Base","57","5601.3","5538.2","13","10","16","153","121","184"
"Urban Centres (grid)","Netherlands","All Urban Centres in a Country","","7914661","2015","O3","WHO_2021_AQG_Scen_Base","1885","2560.6","2480.8","193","145","232","2169","1716","2622"
"Urban Centres (grid)","Poland","All Urban Centres in a Country","","11365602","2015","O3","WHO_2021_AQG_Scen_Base","2178","4408.0","4337.6","572","454","686","7575","5994","9153"
"Urban Centres (grid)","Portugal","All Urban Centres in a Country","","3304679","2015","O3","WHO_2021_AQG_Scen_Base","712","3149.0","3182.2","122","98","149","1339","1060","1619"
"Urban Centres (grid)","Romania","All Urban Centres in a Country","","6422558","2015","O3","WHO_2021_AQG_Scen_Base","849","2434.1","2323.1","221","179","269","2647","2091","3200"
"Urban Centres (grid)","Sweden","All Urban Centres in a Country","","2899768","2015","O3","WHO_2021_AQG_Scen_Base","778","1853.1","1849.8","57","43","66","553","437","668"
"Urban Centres (grid)","Slovenia","All Urban Centres in a Country","","299043","2015","O3","WHO_2021_AQG_Scen_Base","76","5811.0","5715.9","18","14","21","214","170","259"
"Urban Centres (grid)","Slovakia","All Urban Centres in a Country","","751826","2015","O3","WHO_2021_AQG_Scen_Base","159","5294.7","5214.0","43","32","52","545","431","659"
"Urban Centres (grid)","Austria","All Urban Centres in a Country","","2552045","2016","O3","WHO_2021_AQG_Scen_Base","446","4249.2","4282.7","113","88","135","1277","1010","1541"
"Urban Centres (grid)","Belgium","All Urban Centres in a Country","","3281678","2016","O3","WHO_2021_AQG_Scen_Base","745","1924.2","1839.1","62","50","75","727","577","878"
"Urban Centres (grid)","Belgium","All Urban Centres in a Country","","3323576","2019","O3","WHO_2021_AQG_Scen_Base","745","3102.3","2955.2","104","80","124","1146","905","1383"
"Urban Centres (grid)","Bulgaria","All Urban Centres in a Country","","2741289","2019","O3","WHO_2021_AQG_Scen_Base","384","2931.3","2833.9","137","108","165","1534","1213","1856"
"Urban Centres (grid)","Cyprus","All Urban Centres in a Country","","499762","2019","O3","WHO_2021_AQG_Scen_Base","131","4963.5","4932.1","20","16","24","218","174","265"
"Urban Centres (grid)","Czechia","All Urban Centres in a Country","","2573096","2019","O3","WHO_2021_AQG_Scen_Base","536","5217.1","5189.1","158","124","190","1809","1433","2186"
"Urban Centres (grid)","Germany","All Urban Centres in a Country","","25640338","2019","O3","WHO_2021_AQG_Scen_Base","6769","4288.7","4270.8","1386","1090","1674","15254","12077","18434"
"Urban Centres (grid)","Denmark","All Urban Centres in a Country","","1599338","2019","O3","WHO_2021_AQG_Scen_Base","400","3431.1","3424.3","57","44","70","650","515","784"
"Urban Centres (grid)","Estonia","All Urban Centres in a Country","","509473","2019","O3","WHO_2021_AQG_Scen_Base","103","2598.3","2596.5","17","14","20","205","162","248"
"Urban Centres (grid)","Spain","All Urban Centres in a Country","","23068485","2019","O3","WHO_2021_AQG_Scen_Base","2439","5614.3","5456.2","1257","998","1513","14551","11521","17582"
"Urban Centres (grid)","Finland","All Urban Centres in a Country","","1252328","2019","O3","WHO_2021_AQG_Scen_Base","427","2119.6","2146.2","28","22","35","326","258","393"
"Urban Centres (grid)","France","All Urban Centres in a Country","","22634625","2019","O3","WHO_2021_AQG_Scen_Base","4382","4398.5","4175.2","947","745","1144","11582","9164","13989"
"Urban Centres (grid)","Greece","All Urban Centres in a Country","","4916041","2019","O3","WHO_2021_AQG_Scen_Base","557","6685.8","6378.4","410","327","497","4254","3372","5140"
"Urban Centres (grid)","Croatia","All Urban Centres in a Country","","1040145","2019","O3","WHO_2021_AQG_Scen_Base","195","6173.7","6237.0","91","73","110","989","782","1194"
"Urban Centres (grid)","Hungary","All Urban Centres in a Country","","2695682","2019","O3","WHO_2021_AQG_Scen_Base","577","4184.7","4114.9","166","132","199","1945","1541","2352"
"Urban Centres (grid)","Ireland","All Urban Centres in a Country","","1455830","2019","O3","WHO_2021_AQG_Scen_Base","392","1654.5","1587.6","17","14","20","208","165","252"
"Urban Centres (grid)","Italy","All Urban Centres in a Country","","18024849","2019","O3","WHO_2021_AQG_Scen_Base","4002","6604.9","6345.3","1367","1086","1652","14006","11092","16919"
"Urban Centres (grid)","Lithuania","All Urban Centres in a Country","","889776","2019","O3","WHO_2021_AQG_Scen_Base","181","3131.9","3088.2","41","34","50","494","390","596"
"Urban Centres (grid)","Luxembourg","All Urban Centres in a Country","","110992","2019","O3","WHO_2021_AQG_Scen_Base","28","3225.7","3224.1","3","2","3","34","27","41"
"Urban Centres (grid)","Latvia","All Urban Centres in a Country","","632588","2019","O3","WHO_2021_AQG_Scen_Base","138","1953.9","1864.7","18","15","23","223","176","270"
"Urban Centres (grid)","Malta","All Urban Centres in a Country","","304965","2019","O3","WHO_2021_AQG_Scen_Base","57","5532.5","5496.6","14","11","17","170","135","206"
"Urban Centres (grid)","Netherlands","All Urban Centres in a Country","","8093289","2019","O3","WHO_2021_AQG_Scen_Base","1885","3215.5","3165.0","250","196","298","2829","2235","3414"
"Urban Centres (grid)","Poland","All Urban Centres in a Country","","11355795","2019","O3","WHO_2021_AQG_Scen_Base","2178","4203.4","4180.5","568","455","690","7512","5950","9084"
"Urban Centres (grid)","Portugal","All Urban Centres in a Country","","3273395","2019","O3","WHO_2021_AQG_Scen_Base","712","2585.6","2650.7","104","82","129","1149","911","1390"
"Urban Centres (grid)","Romania","All Urban Centres in a Country","","6275106","2019","O3","WHO_2021_AQG_Scen_Base","849","2788.8","2748.8","261","205","316","3207","2534","3877"
"Urban Centres (grid)","Sweden","All Urban Centres in a Country","","3043406","2019","O3","WHO_2021_AQG_Scen_Base","778","3014.2","3025.5","88","68","108","910","719","1100"
"Urban Centres (grid)","Slovenia","All Urban Centres in a Country","","301657","2019","O3","WHO_2021_AQG_Scen_Base","76","4974.9","4830.8","16","13","18","182","144","219"
"Urban Centres (grid)","Slovakia","All Urban Centres in a Country","","755859","2019","O3","WHO_2021_AQG_Scen_Base","159","4566.5","4540.8","37","30","45","496","392","599"
"Urban Centres (grid)","Austria","All Urban Centres in a Country","","2610884","2020","O3","WHO_2021_AQG_Scen_Base","446","4244.7","4282.5","127","100","155","1282","1016","1550"
"Urban Centres (grid)","Belgium","All Urban Centres in a Country","","3342989","2020","O3","WHO_2021_AQG_Scen_Base","745","3583.8","3519.2","143","113","173","1380","1092","1667"
"Urban Centres (grid)","Bulgaria","All Urban Centres in a Country","","2869419","2012","O3","WHO_2021_AQG_Scen_Base","384","5119.9","5042.1","244","196","295","2747","2175","3321"
"Urban Centres (grid)","Cyprus","All Urban Centres in a Country","","491839","2012","O3","WHO_2021_AQG_Scen_Base","131","7701.7","7715.6","28","22","33","313","249","380"
"Urban Centres (grid)","Czechia","All Urban Centres in a Country","","2538217","2012","O3","WHO_2021_AQG_Scen_Base","536","4491.8","4471.3","129","101","156","1534","1213","1853"
"Urban Centres (grid)","Germany","All Urban Centres in a Country","","24809148","2012","O3","WHO_2021_AQG_Scen_Base","6769","3043.3","3060.2","923","724","1112","10594","8384","12802"
"Urban Centres (grid)","Denmark","All Urban Centres in a Country","","1537204","2012","O3","WHO_2021_AQG_Scen_Base","400","2539.7","2549.7","41","33","48","491","388","593"
"Urban Centres (grid)","Estonia","All Urban Centres in a Country","","509626","2012","O3","WHO_2021_AQG_Scen_Base","103","1924.2","1936.1","13","10","15","160","126","193"
"Urban Centres (grid)","Spain","All Urban Centres in a Country","","23010076","2012","O3","WHO_2021_AQG_Scen_Base","2439","5471.4","5265.0","1176","932","1420","13636","10795","16473"
"Urban Centres (grid)","Finland","All Urban Centres in a Country","","1225856","2012","O3","WHO_2021_AQG_Scen_Base","427","1590.8","1582.4","21","16","25","240","189","289"
"Urban Centres (grid)","France","All Urban Centres in a Country","","21994132","2012","O3","WHO_2021_AQG_Scen_Base","4382","3276.1","3117.5","654","516","794","8432","6669","10184"
"Urban Centres (grid)","Greece","All Urban Centres in a Country","","5081887","2012","O3","WHO_2021_AQG_Scen_Base","557","9681.8","9776.5","593","470","713","6526","5169","7880"
"Urban Centres (grid)","Croatia","All Urban Centres in a Country","","1091113","2012","O3","WHO_2021_AQG_Scen_Base","195","6454.9","6439.1","93","74","113","1052","832","1270"
"Urban Centres (grid)","Hungary","All Urban Centres in a Country","","2739586","2012","O3","WHO_2021_AQG_Scen_Base","577","6238.5","6202.0","248","196","298","2981","2361","3603"
"Urban Centres (grid)","Ireland","All Urban Centres in a Country","","1362334","2012","O3","WHO_2021_AQG_Scen_Base","392","1019.0","992.8","10","6","11","115","92","140"
"Urban Centres (grid)","Italy","All Urban Centres in a Country","","17897547","2012","O3","WHO_2021_AQG_Scen_Base","4002","7124.3","6852.7","1420","1127","1720","15177","12017","18331"
"Urban Centres (grid)","Lithuania","All Urban Centres in a Country","","956476","2012","O3","WHO_2021_AQG_Scen_Base","181","2654.3","2636.1","37","28","45","462","365","556"
"Urban Centres (grid)","Luxembourg","All Urban Centres in a Country","","94893","2012","O3","WHO_2021_AQG_Scen_Base","28","2285.1","2282.6","2","1","2","22","17","27"
"Urban Centres (grid)","Latvia","All Urban Centres in a Country","","673722","2012","O3","WHO_2021_AQG_Scen_Base","138","2838.9","2761.9","29","23","35","353","280","427"
"Urban Centres (grid)","Malta","All Urban Centres in a Country","","257998","2012","O3","WHO_2021_AQG_Scen_Base","57","7973.3","7891.1","19","15","23","216","171","261"
"Urban Centres (grid)","Netherlands","All Urban Centres in a Country","","7834874","2012","O3","WHO_2021_AQG_Scen_Base","1885","1868.2","1827.8","134","107","161","1606","1271","1939"
"Urban Centres (grid)","Poland","All Urban Centres in a Country","","11383003","2012","O3","WHO_2021_AQG_Scen_Base","2178","3829.5","3771.2","476","381","578","6531","5172","7895"
"Urban Centres (grid)","Portugal","All Urban Centres in a Country","","3358056","2012","O3","WHO_2021_AQG_Scen_Base","712","3515.0","3600.8","138","110","169","1584","1253","1916"
"Urban Centres (grid)","Romania","All Urban Centres in a Country","","6495398","2012","O3","WHO_2021_AQG_Scen_Base","849","3222.2","3198.4","298","235","357","3618","2862","4368"
"Urban Centres (grid)","Sweden","All Urban Centres in a Country","","2821082","2012","O3","WHO_2021_AQG_Scen_Base","778","2122.8","2126.3","65","51","76","637","505","769"
"Urban Centres (grid)","Slovenia","All Urban Centres in a Country","","297973","2012","O3","WHO_2021_AQG_Scen_Base","76","6324.4","6117.8","19","15","23","227","180","274"
"Urban Centres (grid)","Slovakia","All Urban Centres in a Country","","749464","2012","O3","WHO_2021_AQG_Scen_Base","159","6088.3","6037.3","48","38","59","613","487","741"
"Urban Centres (grid)","Austria","All Urban Centres in a Country","","2479123","2013","O3","WHO_2021_AQG_Scen_Base","446","4889.3","4953.6","127","101","154","1464","1159","1768"
"Urban Centres (grid)","Belgium","All Urban Centres in a Country","","3231447","2013","O3","WHO_2021_AQG_Scen_Base","745","2474.7","2435.7","85","68","102","969","766","1174"
"Urban Centres (grid)","Bulgaria","All Urban Centres in a Country","","2852709","2013","O3","WHO_2021_AQG_Scen_Base","384","3720.7","3672.7","170","137","207","1995","1578","2410"
"Urban Centres (grid)","Cyprus","All Urban Centres in a Country","","442953","2008","O3","WHO_2021_AQG_Scen_Base","131","7921.7","7926.1","26","20","31","312","247","377"
"Urban Centres (grid)","Czechia","All Urban Centres in a Country","","2499074","2008","O3","WHO_2021_AQG_Scen_Base","536","4181.5","4161.0","114","92","141","1425","1129","1722"
"Urban Centres (grid)","Germany","All Urban Centres in a Country","","25392272","2008","O3","WHO_2021_AQG_Scen_Base","6769","3521.3","3526.6","1027","816","1255","12246","9699","14801"
"Urban Centres (grid)","Denmark","All Urban Centres in a Country","","1508355","2008","O3","WHO_2021_AQG_Scen_Base","400","2791.0","2757.7","46","37","55","548","434","660"
"Urban Centres (grid)","Estonia","All Urban Centres in a Country","","514712","2008","O3","WHO_2021_AQG_Scen_Base","103","2086.7","2080.5","15","11","17","183","144","220"
"Urban Centres (grid)","Spain","All Urban Centres in a Country","","22445234","2008","O3","WHO_2021_AQG_Scen_Base","2439","4833.3","4694.8","1005","787","1203","12042","9532","14549"
"Urban Centres (grid)","Finland","All Urban Centres in a Country","","1202981","2008","O3","WHO_2021_AQG_Scen_Base","427","1887.2","1893.9","23","16","29","283","225","342"
"Urban Centres (grid)","France","All Urban Centres in a Country","","21565973","2008","O3","WHO_2021_AQG_Scen_Base","4382","3326.0","3178.9","630","500","765","8438","6677","10198"
"Urban Centres (grid)","Greece","All Urban Centres in a Country","","5070211","2008","O3","WHO_2021_AQG_Scen_Base","557","9910.4","10208.3","571","455","689","6544","5186","7905"
"Urban Centres (grid)","Croatia","All Urban Centres in a Country","","1100297","2008","O3","WHO_2021_AQG_Scen_Base","195","5451.8","5429.1","79","62","96","932","740","1127"
"Urban Centres (grid)","Hungary","All Urban Centres in a Country","","2770886","2008","O3","WHO_2021_AQG_Scen_Base","577","5540.4","5515.1","218","172","266","2836","2247","3426"
"Urban Centres (grid)","Ireland","All Urban Centres in a Country","","1323291","2008","O3","WHO_2021_AQG_Scen_Base","392","1493.8","1439.2","13","10","15","145","115","176"
"Urban Centres (grid)","Italy","All Urban Centres in a Country","","17674162","2008","O3","WHO_2021_AQG_Scen_Base","4002","6209.0","6035.5","1197","945","1441","13034","10311","15741"
"Urban Centres (grid)","Lithuania","All Urban Centres in a Country","","1023017","2008","O3","WHO_2021_AQG_Scen_Base","181","3119.3","3131.6","45","37","56","605","478","732"
"Urban Centres (grid)","Luxembourg","All Urban Centres in a Country","","87471","2008","O3","WHO_2021_AQG_Scen_Base","28","3545.4","3544.6","3","2","3","31","24","37"
"Urban Centres (grid)","Latvia","All Urban Centres in a Country","","722154","2008","O3","WHO_2021_AQG_Scen_Base","138","2039.3","1940.1","21","16","27","274","217","333"
"Urban Centres (grid)","Malta","All Urban Centres in a Country","","251995","2008","O3","WHO_2021_AQG_Scen_Base","57","6460.1","6414.2","14","11","17","174","138","211"
"Urban Centres (grid)","Netherlands","All Urban Centres in a Country","","7682702","2008","O3","WHO_2021_AQG_Scen_Base","1885","2023.1","1983.9","138","112","169","1705","1351","2064"
"Urban Centres (grid)","Poland","All Urban Centres in a Country","","11398510","2008","O3","WHO_2021_AQG_Scen_Base","2178","3680.6","3639.4","450","359","551","6232","4938","7535"
"Urban Centres (grid)","Portugal","All Urban Centres in a Country","","3361541","2008","O3","WHO_2021_AQG_Scen_Base","712","3012.6","3051.2","113","89","138","1343","1065","1626"
"Urban Centres (grid)","Romania","All Urban Centres in a Country","","6669762","2008","O3","WHO_2021_AQG_Scen_Base","849","4495.0","4324.6","395","313","476","5405","4279","6533"
"Urban Centres (grid)","Sweden","All Urban Centres in a Country","","2731854","2008","O3","WHO_2021_AQG_Scen_Base","778","2262.0","2265.1","69","54","85","691","547","835"
"Urban Centres (grid)","Slovenia","All Urban Centres in a Country","","291417","2008","O3","WHO_2021_AQG_Scen_Base","76","5326.9","5194.2","15","11","18","189","150","229"
"Urban Centres (grid)","Slovakia","All Urban Centres in a Country","","745546","2008","O3","WHO_2021_AQG_Scen_Base","159","5214.5","5186.9","42","33","49","537","424","649"
"Urban Centres (grid)","Austria","All Urban Centres in a Country","","2444845","2009","O3","WHO_2021_AQG_Scen_Base","446","4590.3","4675.3","116","92","142","1393","1103","1683"
"Urban Centres (grid)","Belgium","All Urban Centres in a Country","","3119777","2009","O3","WHO_2021_AQG_Scen_Base","745","2402.5","2244.1","73","60","89","882","698","1068"
"Urban Centres (grid)","Bulgaria","All Urban Centres in a Country","","2924206","2009","O3","WHO_2021_AQG_Scen_Base","384","4754.8","4632.1","221","176","270","2666","2109","3221"
"Urban Centres (grid)","Cyprus","All Urban Centres in a Country","","454705","2009","O3","WHO_2021_AQG_Scen_Base","131","9664.1","9651.0","32","25","38","383","303","463"
"Urban Centres (grid)","Bulgaria","All Urban Centres in a Country","","2801499","2016","O3","WHO_2021_AQG_Scen_Base","384","2855.8","2811.7","138","107","164","1538","1219","1859"
"Urban Centres (grid)","Cyprus","All Urban Centres in a Country","","484026","2016","O3","WHO_2021_AQG_Scen_Base","131","5085.0","5076.1","18","13","21","203","161","244"
"Urban Centres (grid)","Czechia","All Urban Centres in a Country","","2549912","2016","O3","WHO_2021_AQG_Scen_Base","536","4276.4","4278.7","126","97","147","1470","1164","1779"
"Urban Centres (grid)","Germany","All Urban Centres in a Country","","25379706","2016","O3","WHO_2021_AQG_Scen_Base","6769","3072.0","3075.7","969","765","1165","11034","8734","13345"
"Urban Centres (grid)","Denmark","All Urban Centres in a Country","","1572113","2016","O3","WHO_2021_AQG_Scen_Base","400","2145.5","2143.5","36","29","42","414","326","499"
"Urban Centres (grid)","Estonia","All Urban Centres in a Country","","506059","2016","O3","WHO_2021_AQG_Scen_Base","103","1801.2","1813.3","12","9","14","148","117","178"
"Urban Centres (grid)","Spain","All Urban Centres in a Country","","22824226","2016","O3","WHO_2021_AQG_Scen_Base","2439","4964.4","4818.9","1084","866","1314","12628","9992","15264"
"Urban Centres (grid)","Finland","All Urban Centres in a Country","","1245382","2016","O3","WHO_2021_AQG_Scen_Base","427","1463.9","1461.2","20","15","24","219","174","265"
"Urban Centres (grid)","France","All Urban Centres in a Country","","22452840","2016","O3","WHO_2021_AQG_Scen_Base","4382","3033.8","2825.1","621","490","751","7782","6163","9406"
"Urban Centres (grid)","Greece","All Urban Centres in a Country","","4943152","2016","O3","WHO_2021_AQG_Scen_Base","557","7091.0","6990.5","433","339","520","4774","3778","5764"
"Urban Centres (grid)","Croatia","All Urban Centres in a Country","","1069344","2016","O3","WHO_2021_AQG_Scen_Base","195","5199.4","5217.0","76","59","92","828","655","1001"
"Urban Centres (grid)","Hungary","All Urban Centres in a Country","","2711603","2016","O3","WHO_2021_AQG_Scen_Base","577","3858.6","3838.9","150","121","180","1830","1447","2209"
"Urban Centres (grid)","Ireland","All Urban Centres in a Country","","1403003","2016","O3","WHO_2021_AQG_Scen_Base","392","881.8","828.3","7","6","10","104","82","125"
"Urban Centres (grid)","Italy","All Urban Centres in a Country","","18280650","2016","O3","WHO_2021_AQG_Scen_Base","4002","6117.3","5839.2","1221","965","1469","13123","10399","15858"
"Urban Centres (grid)","Lithuania","All Urban Centres in a Country","","919830","2016","O3","WHO_2021_AQG_Scen_Base","181","2362.2","2366.5","34","26","40","402","318","486"
"Urban Centres (grid)","Luxembourg","All Urban Centres in a Country","","104186","2016","O3","WHO_2021_AQG_Scen_Base","28","1560.7","1557.3","1","1","1","16","13","19"
